location,datetime,sensorType,value
Noora's farm,2021-09-03T11:33:32.842Z,temperature,21.6
Noora's farm,2021-09-03T11:48:52.500Z,temperature,21.5
Noora's farm,2021-09-04T11:48:52.500Z,pH,6.41
Noora's farm,2021-09-04T11:48:52.500Z,rainFall,4.4
Noora's farm,2021-09-04T15:19:18.791Z,temperature,18.2
Noora's farm,2021-09-04T01:52:45.520Z,temperature,16.9
Noora's farm,2021-09-04T07:22:18.982Z,temperature,19.5
Noora's farm,2021-09-04T15:15:51.129Z,temperature,18.1
Noora's farm,2021-09-03T22:38:45.982Z,temperature,15.4
Noora's farm,2021-09-04T13:17:49.686Z,temperature,20.1
Noora's farm,2021-09-04T09:38:09.616Z,temperature,20.8
Noora's farm,2021-09-04T08:32:24.003Z,temperature,20.9
Noora's farm,2021-09-04T08:08:02.819Z,temperature,19.7
Noora's farm,2021-09-05T08:08:02.819Z,pH,6.13
Noora's farm,2021-09-05T08:08:02.819Z,rainFall,0
Noora's farm,2021-09-05T08:01:34.551Z,temperature,11.9
Noora's farm,2021-09-05T04:08:40.234Z,temperature,10.3
Noora's farm,2021-09-05T19:13:06.363Z,temperature,8.5
Noora's farm,2021-09-05T05:16:24.280Z,temperature,12.2
Noora's farm,2021-09-05T04:50:53.785Z,temperature,10.5
Noora's farm,2021-09-05T07:46:09.850Z,temperature,11.1
Noora's farm,2021-09-05T19:04:22.699Z,temperature,8.8
Noora's farm,2021-09-05T03:50:16.818Z,temperature,10.7
Noora's farm,2021-09-06T03:50:16.818Z,pH,6.23
Noora's farm,2021-09-06T03:50:16.818Z,rainFall,0
Noora's farm,2021-09-06T11:35:04.352Z,temperature,16.4
Noora's farm,2021-09-07T11:35:04.352Z,pH,6.12
Noora's farm,2021-09-07T11:35:04.352Z,rainFall,0
Noora's farm,2021-09-06T23:09:12.951Z,temperature,12.6
Noora's farm,2021-09-07T02:17:57.239Z,temperature,15.0
Noora's farm,2021-09-07T20:54:42.571Z,temperature,13.8
Noora's farm,2021-09-07T14:34:41.020Z,temperature,16.2
Noora's farm,2021-09-07T09:06:00.848Z,temperature,16.8
Noora's farm,2021-09-08T09:06:00.848Z,pH,6.36
Noora's farm,2021-09-08T09:06:00.848Z,rainFall,3.6
Noora's farm,2021-09-08T07:11:49.581Z,temperature,21.6
Noora's farm,2021-09-08T05:57:27.069Z,temperature,20.1
Noora's farm,2021-09-08T14:36:18.812Z,temperature,20.8
Noora's farm,2021-09-08T01:28:24.630Z,temperature,18.9
Noora's farm,2021-09-08T00:00:20.950Z,temperature,18.9
Noora's farm,2021-09-08T14:11:47.553Z,temperature,19.9
Noora's farm,2021-09-08T07:15:06.839Z,temperature,20.9
Noora's farm,2021-09-08T17:56:12.843Z,temperature,19.5
Noora's farm,2021-09-09T17:56:12.843Z,pH,6.01
Noora's farm,2021-09-09T17:56:12.843Z,rainFall,0
Noora's farm,2021-09-08T23:52:45.744Z,temperature,14.7
Noora's farm,2021-09-09T23:52:45.744Z,pH,5.88
Noora's farm,2021-09-09T23:52:45.744Z,rainFall,0
Noora's farm,2021-09-10T05:17:04.684Z,temperature,22.0
Noora's farm,2021-09-09T22:45:14.922Z,temperature,18.1
Noora's farm,2021-09-10T13:54:42.910Z,temperature,22.3
Noora's farm,2021-09-10T04:56:45.249Z,temperature,21.6
Noora's farm,2021-09-10T17:50:43.204Z,temperature,19.7
Noora's farm,2021-09-11T17:50:43.204Z,pH,5.70
Noora's farm,2021-09-11T17:50:43.204Z,rainFall,0
Noora's farm,2021-09-11T07:32:53.571Z,temperature,11.9
Noora's farm,2021-09-11T13:53:26.792Z,temperature,12.1
Noora's farm,2021-09-12T13:53:26.792Z,pH,6.32
Noora's farm,2021-09-12T13:53:26.792Z,rainFall,0
Noora's farm,2021-09-12T20:52:28.256Z,temperature,14.8
Noora's farm,2021-09-12T11:55:19.326Z,temperature,18.6
Noora's farm,2021-09-12T00:56:15.804Z,temperature,15.9
Noora's farm,2021-09-12T12:38:22.466Z,temperature,18.5
Noora's farm,2021-09-13T12:38:22.466Z,pH,6.31
Noora's farm,2021-09-13T12:38:22.466Z,rainFall,0
Noora's farm,2021-09-13T11:14:59.271Z,temperature,19.8
Noora's farm,2021-09-13T10:55:14.473Z,temperature,18.6
Noora's farm,2021-09-14T10:55:14.473Z,pH,6.04
Noora's farm,2021-09-14T10:55:14.473Z,rainFall,5.6
Noora's farm,2021-09-14T11:42:40.749Z,temperature,11.3
Noora's farm,2021-09-14T16:23:05.205Z,temperature,9.3
Noora's farm,2021-09-13T21:20:51.040Z,temperature,5.1
Noora's farm,2021-09-14T08:46:10.817Z,temperature,10.9
Noora's farm,2021-09-14T00:13:16.698Z,temperature,8.1
Noora's farm,2021-09-14T00:05:03.794Z,temperature,8.0
Noora's farm,2021-09-14T06:22:01.246Z,temperature,10.6
Noora's farm,2021-09-14T08:58:13.357Z,temperature,10.3
Noora's farm,2021-09-13T21:50:41.475Z,temperature,5.7
Noora's farm,2021-09-14T21:50:41.475Z,pH,6.23
Noora's farm,2021-09-14T21:50:41.475Z,rainFall,6.0
Noora's farm,2021-09-15T02:55:03.691Z,temperature,16.1
Noora's farm,2021-09-15T15:11:49.851Z,temperature,16.3
Noora's farm,2021-09-15T20:12:52.816Z,temperature,14.8
Noora's farm,2021-09-15T12:45:31.992Z,temperature,17.8
Noora's farm,2021-09-15T07:15:22.401Z,temperature,17.0
Noora's farm,2021-09-15T02:14:59.134Z,temperature,16.3
Noora's farm,2021-09-15T12:01:06.008Z,temperature,18.4
Noora's farm,2021-09-16T12:01:06.008Z,pH,6.22
Noora's farm,2021-09-16T12:01:06.008Z,rainFall,0
Noora's farm,2021-09-16T08:42:15.778Z,temperature,17.1
Noora's farm,2021-09-16T16:45:56.562Z,temperature,14.5
Noora's farm,2021-09-16T08:29:10.928Z,temperature,17.2
Noora's farm,2021-09-16T13:36:11.236Z,temperature,16.5
Noora's farm,2021-09-15T22:10:54.303Z,temperature,13.1
Noora's farm,2021-09-16T03:35:57.426Z,temperature,16.0
Noora's farm,2021-09-16T16:01:51.980Z,temperature,14.8
Noora's farm,2021-09-15T21:09:21.711Z,temperature,11.8
Noora's farm,2021-09-16T14:08:19.237Z,temperature,15.3
Noora's farm,2021-09-16T14:19:45.720Z,temperature,16.1
Noora's farm,2021-09-17T14:19:45.720Z,pH,6.28
Noora's farm,2021-09-17T14:19:45.720Z,rainFall,0
Noora's farm,2021-09-17T02:34:01.293Z,temperature,21.9
Noora's farm,2021-09-17T03:17:28.268Z,temperature,21.7
Noora's farm,2021-09-16T22:15:08.123Z,temperature,18.7
Noora's farm,2021-09-17T16:33:35.864Z,temperature,21.4
Noora's farm,2021-09-17T17:36:40.308Z,temperature,20.1
Noora's farm,2021-09-18T17:36:40.308Z,pH,5.98
Noora's farm,2021-09-18T17:36:40.308Z,rainFall,4.1
Noora's farm,2021-09-18T13:48:57.260Z,temperature,16.4
Noora's farm,2021-09-18T08:15:34.409Z,temperature,17.2
Noora's farm,2021-09-18T11:44:56.628Z,temperature,17.0
Noora's farm,2021-09-18T12:41:44.963Z,temperature,16.7
Noora's farm,2021-09-18T04:11:45.614Z,temperature,17.1
Noora's farm,2021-09-18T02:14:09.343Z,temperature,15.4
Noora's farm,2021-09-18T18:26:54.248Z,temperature,15.3
Noora's farm,2021-09-18T13:35:32.784Z,temperature,16.9
Noora's farm,2021-09-19T13:35:32.784Z,pH,6.38
Noora's farm,2021-09-19T13:35:32.784Z,rainFall,0
Noora's farm,2021-09-18T22:59:33.775Z,temperature,13.4
Noora's farm,2021-09-18T23:30:23.789Z,temperature,12.7
Noora's farm,2021-09-19T23:30:23.789Z,pH,6.10
Noora's farm,2021-09-19T23:30:23.789Z,rainFall,3.0
Noora's farm,2021-09-20T14:07:51.118Z,temperature,9.0
Noora's farm,2021-09-20T02:41:12.910Z,temperature,7.5
Noora's farm,2021-09-19T22:18:15.675Z,temperature,6.1
Noora's farm,2021-09-20T12:46:22.910Z,temperature,9.2
Noora's farm,2021-09-19T23:57:25.303Z,temperature,5.9
Noora's farm,2021-09-20T20:46:13.772Z,temperature,5.2
Noora's farm,2021-09-20T16:44:26.030Z,temperature,8.5
Noora's farm,2021-09-20T00:30:59.045Z,temperature,6.7
Noora's farm,2021-09-20T03:07:07.076Z,temperature,9.0
Noora's farm,2021-09-21T03:07:07.076Z,pH,6.57
Noora's farm,2021-09-21T03:07:07.076Z,rainFall,0
Noora's farm,2021-09-21T09:07:11.766Z,temperature,13.1
Noora's farm,2021-09-21T11:32:46.698Z,temperature,13.4
Noora's farm,2021-09-21T16:54:29.509Z,temperature,11.2
Noora's farm,2021-09-22T16:54:29.509Z,pH,6.30
Noora's farm,2021-09-22T16:54:29.509Z,rainFall,3.3
Noora's farm,2021-09-22T13:08:15.990Z,temperature,8.2
Noora's farm,2021-09-22T09:42:48.465Z,temperature,8.9
Noora's farm,2021-09-22T00:58:20.746Z,temperature,6.3
Noora's farm,2021-09-22T19:25:20.795Z,temperature,6.8
Noora's farm,2021-09-22T03:37:58.668Z,temperature,7.5
Noora's farm,2021-09-22T01:55:01.250Z,temperature,6.9
Noora's farm,2021-09-22T18:20:09.583Z,temperature,5.5
Noora's farm,2021-09-22T13:55:47.416Z,temperature,9.0
Noora's farm,2021-09-22T10:38:55.412Z,temperature,9.9
Noora's farm,2021-09-22T07:49:16.088Z,temperature,8.7
Noora's farm,2021-09-23T07:49:16.088Z,pH,6.47
Noora's farm,2021-09-23T07:49:16.088Z,rainFall,5.8
Noora's farm,2021-09-23T11:38:14.177Z,temperature,15.4
Noora's farm,2021-09-22T22:18:02.682Z,temperature,10.2
Noora's farm,2021-09-23T04:27:10.326Z,temperature,13.4
Noora's farm,2021-09-23T16:45:45.054Z,temperature,13.8
Noora's farm,2021-09-23T18:33:09.629Z,temperature,11.4
Noora's farm,2021-09-23T11:33:37.317Z,temperature,13.9
Noora's farm,2021-09-23T13:39:23.851Z,temperature,14.3
Noora's farm,2021-09-23T15:50:33.316Z,temperature,13.7
Noora's farm,2021-09-22T21:18:45.276Z,temperature,9.3
Noora's farm,2021-09-23T09:11:13.329Z,temperature,14.1
Noora's farm,2021-09-24T09:11:13.329Z,pH,6.44
Noora's farm,2021-09-24T09:11:13.329Z,rainFall,120.4
Noora's farm,2021-09-24T04:06:53.662Z,temperature,20.6
Noora's farm,2021-09-24T13:59:54.701Z,temperature,20.1
Noora's farm,2021-09-24T16:51:29.238Z,temperature,18.9
Noora's farm,2021-09-24T00:29:17.189Z,temperature,18.8
Noora's farm,2021-09-24T14:59:12.465Z,temperature,20.4
Noora's farm,2021-09-24T05:47:07.332Z,temperature,19.9
Noora's farm,2021-09-24T20:51:24.818Z,temperature,17.0
Noora's farm,2021-09-23T21:38:50.868Z,temperature,17.3
Noora's farm,2021-09-24T15:46:14.127Z,temperature,20.9
Noora's farm,2021-09-25T15:46:14.127Z,pH,6.54
Noora's farm,2021-09-25T15:46:14.127Z,rainFall,0
Noora's farm,2021-09-25T01:19:36.759Z,temperature,12.2
Noora's farm,2021-09-25T09:50:02.120Z,temperature,15.7
Noora's farm,2021-09-25T11:35:44.227Z,temperature,14.5
Noora's farm,2021-09-25T16:37:14.870Z,temperature,12.6
Noora's farm,2021-10-14T07:58:22.699Z,temperature,8.0
Noora's farm,2021-10-14T05:48:46.656Z,temperature,8.4
Noora's farm,2021-10-15T05:48:46.656Z,pH,6.46
Noora's farm,2021-10-15T05:48:46.656Z,rainFall,3.6
Noora's farm,2021-10-16T12:41:23.175Z,pH,6.08
Noora's farm,2021-10-16T12:41:23.175Z,rainFall,6.0
Noora's farm,2021-10-16T11:57:44.051Z,temperature,11.8
Noora's farm,2021-10-17T11:57:44.051Z,pH,5.74
Noora's farm,2021-10-17T11:57:44.051Z,rainFall,0
Noora's farm,2021-10-17T12:56:14.938Z,temperature,9.3
Noora's farm,2021-10-18T12:56:14.938Z,pH,6.29
Noora's farm,2021-10-18T12:56:14.938Z,rainFall,4.0
Noora's farm,2021-10-18T17:29:32.471Z,temperature,3.1
Noora's farm,2021-10-18T19:32:58.572Z,temperature,1.3
Noora's farm,2021-11-07T05:32:00.223Z,temperature,11.0
Noora's farm,2021-11-07T11:04:09.063Z,temperature,12.5
Noora's farm,2021-11-06T22:45:09.370Z,temperature,6.2
Noora's farm,2021-11-07T16:14:35.371Z,temperature,10.6
Noora's farm,2021-11-08T16:14:35.371Z,pH,5.66
Noora's farm,2021-11-08T16:14:35.371Z,rainFall,3.9
Noora's farm,2021-11-08T04:22:04.895Z,temperature,4.6
Noora's farm,2021-11-08T04:22:44.752Z,temperature,4.6
Noora's farm,2021-11-08T19:15:42.585Z,temperature,3.6
Noora's farm,2021-11-08T06:27:17.320Z,temperature,7.2
Noora's farm,2021-11-08T06:03:41.565Z,temperature,6.7
Noora's farm,2021-11-07T23:36:55.148Z,temperature,2.6
Noora's farm,2021-11-07T23:10:14.399Z,temperature,2.1
Noora's farm,2021-11-08T16:26:36.146Z,temperature,6.7
Noora's farm,2021-11-09T16:26:36.146Z,pH,6.61
Noora's farm,2021-11-09T16:26:36.146Z,rainFall,2.6
Noora's farm,2021-11-09T07:49:29.464Z,temperature,-3.6
Noora's farm,2021-11-09T19:33:32.064Z,temperature,-6.2
Noora's farm,2021-11-09T03:55:03.259Z,temperature,-5.4
Noora's farm,2021-11-09T18:32:48.372Z,temperature,-5.4
Noora's farm,2021-11-09T13:58:36.250Z,temperature,-3.6
Noora's farm,2021-11-09T03:23:31.866Z,temperature,-5.5
Noora's farm,2021-11-09T17:33:40.216Z,temperature,-4.1
Noora's farm,2021-11-10T17:33:40.216Z,pH,6.22
Noora's farm,2021-11-10T17:33:40.216Z,rainFall,4.5
Noora's farm,2021-11-10T01:43:00.863Z,temperature,-4.3
Noora's farm,2021-11-10T00:00:51.129Z,temperature,-3.6
